AdminStrata,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Boucle-Du-Mouhoun,Cascades,Cascades,Cascades,Cascades,Cascades,Cascades,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Est,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Nord,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Ouest,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Centre-Sud,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Est,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Hauts-Bassins,Nord,Nord,Nord,Nord,Nord,Nord,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Plateau-Central,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sahel,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest,Sud-Ouest
Food Group,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Cereals and tubers,Pulses and nuts,Pulses and nuts,Pulses and nuts
Commodity,Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Millet - Wholesale (KG),Rice (imported) - Retail (KG),Rice (imported) - Wholesale (KG),Rice (local) - Retail (KG),Sorghum (local) - Wholesale (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG),Maize (white) - Retail (KG),Millet - Retail (KG),Rice (imported) - Retail (KG),Rice (local) - Retail (KG),Sorghum (white) - Retail (KG),Beans (niebe) - Retail (KG),Groundnuts (shelled) - Retail (KG),Groundnuts (unshelled) - Retail (KG)
2018-01-31,155.625,186.11111111111111,192.5,382.6666666666667,400.0,292.6,162.5,160.33333333333334,334.375,430.0,235.42857142857142,120.0,250.0,338.0,187.5,367.0,446.0,168.5,261.5,210.0,,350.0,180.0,220.5,399.5,583.0,458.0,152.0,215.2,200.0,460.0,400.0,297.6666666666667,190.0,164.33333333333334,328.0,419.0,294.0,186.0,231.75,195.0,,360.0,312.0,175.0,196.75,316.0,343.0,303.0,162.0,227.2,,317.0,176.2,326.4,290.5,157.25,226.5,332.5,180.0,365.75,506.0,253.66666666666666,182.2,223.28571428571428,210.0,451.0,380.0,311.0,175.0,194.33333333333334,347.0,588.0,288.4,130.66666666666666,214.2,225.0,354.0,400.0,295.0,180.0,157.0,320.0,441.3333333333333,270.6666666666667,178.5,222.5,378.0,178.5,320.0,261.0,168.0,240.66666666666666,,290.0,171.25,331.75,416.6666666666667,203.0,244.0,250.0,401.5,375.0,,200.0,205.66666666666666,367.0,,356.0,147.0,242.0,404.0,332.0,186.6,346.6,449.0,262.75
2018-02-28,159.5,198.88888888888889,215.0,391.6666666666667,400.0,289.0,170.0,168.11111111111111,347.125,439.3333333333333,258.0,130.0,250.0,350.0,212.5,388.0,455.0,181.5,269.5,220.0,,350.0,195.0,226.5,421.0,583.0,458.0,155.8,227.8,210.0,358.0,400.0,304.3333333333333,200.0,174.66666666666666,365.4,424.0,288.5,193.0,249.0,180.0,,385.0,308.0,175.0,208.25,344.3333333333333,387.0,176.0,164.4,226.2,,317.0,187.0,344.6,302.5,162.5,239.75,341.5,184.33333333333334,405.0,525.0,296.0,179.2,233.85714285714286,210.0,450.0,380.0,320.3333333333333,175.0,199.66666666666666,380.0,610.0,308.75,137.33333333333334,220.2,225.0,364.5,400.0,301.3333333333333,150.0,173.0,355.3333333333333,457.3333333333333,236.0,179.75,236.5,374.0,194.5,330.25,269.0,176.66666666666666,244.33333333333334,,306.0,180.75,340.0,432.3333333333333,207.0,251.33333333333334,260.0,403.5,350.0,,220.0,214.16666666666666,401.0,,345.5,153.4,244.4,404.0,335.0,202.0,378.8,587.0,262.0
2018-03-31,163.875,203.22222222222223,215.0,395.6666666666667,400.0,304.4,177.5,181.44444444444446,348.75,426.0,241.14285714285714,146.5,253.0,350.0,212.5,378.0,449.0,190.5,271.0,225.0,,350.0,195.0,227.0,428.5,583.0,458.0,159.6,231.8,220.0,460.0,400.0,309.6666666666667,200.0,172.66666666666666,362.0,425.0,254.5,192.33333333333334,251.0,185.0,,390.0,312.0,175.0,212.0,349.6666666666667,393.0,189.0,166.0,239.2,,317.0,187.0,351.6,295.0,185.25,240.75,348.5,184.66666666666666,406.0,496.0,301.6666666666667,177.6,235.85714285714286,230.0,450.0,380.0,318.3333333333333,185.0,210.5,394.0,593.0,314.5,144.0,227.4,225.0,363.0,400.0,313.6666666666667,150.0,176.2,364.3333333333333,456.6666666666667,225.0,181.0,251.5,381.0,200.0,336.5,274.0,185.33333333333334,254.33333333333334,,317.0,183.25,344.25,472.0,217.5,267.3333333333333,260.0,400.0,350.0,,220.0,225.0,402.4,,371.5,164.4,251.4,402.3333333333333,342.0,205.4,387.2,477.0,295.25
2018-04-30,167.125,206.33333333333334,215.0,395.0,400.0,306.2,180.0,177.55555555555554,353.375,423.0,240.28571428571428,154.0,272.0,356.0,212.5,389.0,444.5,187.0,269.5,225.0,,350.0,190.0,225.5,420.5,583.0,458.0,160.8,237.4,220.0,383.0,400.0,317.0,190.0,173.33333333333334,361.6,419.0,302.5,194.33333333333334,240.75,185.0,,390.0,311.0,185.0,209.75,342.3333333333333,376.0,211.0,170.0,225.6,,317.0,192.4,354.0,291.5,171.0,256.75,357.0,186.33333333333334,394.0,516.6666666666666,328.3333333333333,181.2,233.28571428571428,230.0,450.0,380.0,312.3333333333333,185.0,211.33333333333334,394.85714285714283,540.0,316.0,149.0,232.8,225.0,363.0,400.0,334.6666666666667,150.0,182.8,372.3333333333333,471.0,262.0,192.5,253.25,284.0,203.75,344.0,284.0,186.33333333333334,250.33333333333334,,317.0,181.5,342.75,472.0,228.5,274.0,260.0,401.0,350.0,,225.0,221.0,406.8,,375.5,166.4,247.8,405.6666666666667,345.6666666666667,209.0,399.2,403.0,299.0
2018-05-31,170.25,214.11111111111111,215.0,401.6666666666667,400.0,304.8,180.0,182.66666666666666,364.5,429.0,242.0,154.0,275.0,390.0,219.0,401.5,475.5,186.0,270.5,225.0,,350.0,190.0,224.5,418.0,604.0,458.0,168.2,246.4,225.0,383.0,400.0,318.6666666666667,195.0,175.0,368.4,425.0,246.0,199.33333333333334,252.25,185.0,,390.0,319.0,190.0,212.75,348.6666666666667,376.0,211.0,174.6,229.2,,317.0,193.4,364.4,293.0,168.5,258.5,349.5,194.0,401.25,509.6666666666667,307.6666666666667,189.0,240.57142857142858,220.0,450.0,380.0,316.6666666666667,185.0,215.33333333333334,405.7142857142857,650.0,338.0,153.0,241.8,225.0,363.0,400.0,333.3333333333333,225.0,185.8,372.5,477.6666666666667,275.5,197.25,258.5,380.0,210.5,368.75,295.0,185.0,260.3333333333333,,317.0,189.5,350.0,472.3333333333333,235.5,282.0,260.0,401.0,350.0,,220.0,225.66666666666666,410.8,,399.5,168.0,260.4,404.3333333333333,345.6666666666667,211.2,391.6,383.0,258.0
2018-06-30,173.5,215.22222222222223,225.0,401.6666666666667,400.0,307.8,180.0,182.11111111111111,367.625,459.3333333333333,261.14285714285717,157.0,275.0,363.0,219.0,413.0,549.0,190.5,275.5,225.0,,350.0,190.0,238.0,415.0,625.0,458.0,174.4,249.0,235.0,460.0,400.0,325.3333333333333,215.0,177.66666666666666,372.4,436.0,303.5,202.33333333333334,256.75,180.0,,390.0,340.0,190.0,210.0,353.6666666666667,393.0,211.0,178.4,231.0,,316.0,192.4,385.2,288.0,181.75,256.75,350.5,204.0,404.5,523.6666666666666,317.6666666666667,193.4,244.42857142857142,230.0,450.0,380.0,317.6666666666667,195.0,216.16666666666666,414.57142857142856,648.0,362.0,155.5,246.8,225.0,366.0,400.0,329.3333333333333,175.0,191.2,375.0,508.6666666666667,279.0,198.5,258.25,388.0,209.75,366.0,284.5,195.33333333333334,261.0,,325.0,188.0,357.5,469.3333333333333,229.0,289.5,250.0,401.0,350.0,,225.0,228.16666666666666,415.6,,418.0,170.4,261.8,401.0,334.5,210.6,390.0,487.0,284.5
2018-07-31,175.375,215.77777777777777,217.5,401.0,400.0,307.0,187.5,185.77777777777777,378.375,514.6666666666666,280.2857142857143,160.5,263.0,350.0,214.5,416.5,550.0,204.0,275.5,235.0,,350.0,205.0,242.0,425.5,649.0,468.0,173.0,246.0,230.0,460.0,420.0,329.0,200.0,192.33333333333334,385.2,460.0,329.0,207.0,240.25,195.0,,390.0,340.0,195.0,216.0,348.3333333333333,439.0,225.0,185.4,233.4,,320.0,196.8,378.2,300.0,187.5,254.75,358.5,211.33333333333334,412.5,668.0,335.6666666666667,193.6,242.57142857142858,230.0,450.0,380.0,367.75,195.0,219.33333333333334,395.14285714285717,593.0,373.5,157.33333333333334,250.2,225.0,376.0,400.0,323.0,175.0,191.8,373.0,563.6666666666666,275.0,198.25,262.75,380.0,210.5,367.75,286.5,194.66666666666666,258.0,,315.0,194.25,350.5,484.0,232.5,288.0,270.0,395.0,350.0,,225.0,232.0,438.0,,429.5,171.8,269.4,401.0,334.5,211.8,387.6,429.0,266.5
2018-08-31,178.5,212.88888888888889,215.0,401.6666666666667,400.0,307.2,195.0,186.11111111111111,384.25,604.3333333333334,305.85714285714283,165.5,272.0,340.0,217.0,429.0,634.0,202.5,272.0,230.0,,350.0,200.0,246.0,424.5,698.0,531.0,168.0,237.2,230.0,460.0,410.0,326.6666666666667,200.0,184.0,388.0,565.0,260.5,200.66666666666666,239.0,195.0,,390.0,340.0,185.0,215.5,343.3333333333333,444.0,214.0,187.0,236.0,,320.0,201.2,388.2,342.0,193.5,249.25,357.5,203.66666666666666,448.25,632.6666666666666,317.6666666666667,182.0,242.14285714285714,230.0,455.0,380.0,330.3333333333333,210.0,216.83333333333334,410.57142857142856,680.0,359.6,153.83333333333334,247.6,225.0,378.5,400.0,333.3333333333333,175.0,196.8,400.5,629.6666666666666,278.6666666666667,199.75,249.25,374.0,204.75,355.5,316.5,192.66666666666666,249.33333333333334,,317.0,199.75,354.25,496.6666666666667,232.0,286.8333333333333,270.0,401.0,350.0,,235.0,241.5,452.8,,443.5,171.0,266.2,403.3333333333333,353.3333333333333,214.0,400.6,414.0,292.25
