SvyDate,Date,Dmgrph,DmgrphCode,Mean_crrnt,Pop,PopNmbr
2018-8-1_2018-8-31,2018-08-31,Tartous,900231,20.38462,813169,165761
2018-8-1_2018-8-31,2018-08-31,Al-Hasakeh,900218,35.85483,1010783,362414
2018-8-1_2018-8-31,2018-08-31,Aleppo,900219,26.293100000000006,2852310,749960
2018-8-1_2018-8-31,2018-08-31,As-Sweida,900221,10.31519,363882,37535
2018-8-1_2018-8-31,2018-08-31,Damascus,900222,13.68855,1812164,248058
2018-8-1_2018-8-31,2018-08-31,Dar'a,900223,36.1552,565619,204500
2018-8-1_2018-8-31,2018-08-31,Hama,900225,18.111501549570207,1538162,278584
2018-8-1_2018-8-31,2018-08-31,Homs,900226,19.62245,884578,173575
2018-8-1_2018-8-31,2018-08-31,Lattakia,900228,19.30116,1163263,224523
2018-8-1_2018-8-31,2018-08-31,Rural Damascus,900230,24.935820749499364,3177441,792320
2018-8-2_2018-9-1,2018-09-01,Al-Hasakeh,900218,35.85483,1010783,362414
2018-8-2_2018-9-1,2018-09-01,Aleppo,900219,26.960300000000004,2852310,768991
2018-8-2_2018-9-1,2018-09-01,As-Sweida,900221,8.90208,363882,32393
2018-8-2_2018-9-1,2018-09-01,Damascus,900222,13.81051,1812164,250269
2018-8-2_2018-9-1,2018-09-01,Dar'a,900223,36.1552,565619,204500
2018-8-2_2018-9-1,2018-09-01,Hama,900225,17.727132627408558,1538162,272672
2018-8-2_2018-9-1,2018-09-01,Homs,900226,19.13394,884578,169254
2018-8-2_2018-9-1,2018-09-01,Lattakia,900228,19.30116,1163263,224523
2018-8-2_2018-9-1,2018-09-01,Rural Damascus,900230,24.850930249455462,3177441,789623
2018-8-2_2018-9-1,2018-09-01,Tartous,900231,20.78431,813169,169011
2018-8-3_2018-9-2,2018-09-02,Al-Hasakeh,900218,35.51787000000001,1010783,359008
2018-8-3_2018-9-2,2018-09-02,Aleppo,900219,27.64465,2852310,788511
2018-8-3_2018-9-2,2018-09-02,As-Sweida,900221,9.00901,363882,32782
2018-8-3_2018-9-2,2018-09-02,Damascus,900222,14.37403,1812164,260480
2018-8-3_2018-9-2,2018-09-02,Dar'a,900223,31.3093,565619,177091
2018-8-3_2018-9-2,2018-09-02,Hama,900225,18.535471069165663,1538162,285105
2018-8-3_2018-9-2,2018-09-02,Homs,900226,20.16129,884578,178342
2018-8-3_2018-9-2,2018-09-02,Lattakia,900228,19.30116,1163263,224523
2018-8-3_2018-9-2,2018-09-02,Rural Damascus,900230,24.970566211177484,3177441,793425
2018-8-3_2018-9-2,2018-09-02,Tartous,900231,21.38822,813169,173922
2018-8-4_2018-9-3,2018-09-03,Al-Hasakeh,900218,34.914770000000004,1010783,352912
2018-8-4_2018-9-3,2018-09-03,Aleppo,900219,29.331460000000003,2852310,836624
2018-8-4_2018-9-3,2018-09-03,As-Sweida,900221,7.98297,363882,29048
2018-8-4_2018-9-3,2018-09-03,Damascus,900222,15.677970000000002,1812164,284110
2018-8-4_2018-9-3,2018-09-03,Dar'a,900223,23.671842832620467,984057,232944
