,Boucle-Du-Mouhoun,Cascades,Centre,Centre-Est,Centre-Nord,Centre-Ouest,Centre-Sud,Est,Hauts-Bassins,Nord,Plateau-Central,Sahel,Sud-Ouest
,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS,*FCS
2019-09-08,30.921704658077232,22.732404968009,22.093784078516844,44.18604651162779,61.94884287454307,37.852643111476205,45.02092050209207,51.917930419268416,15.695714973519445,44.60564494856227,44.77658904971671,36.428571428571466,36.23809523809528
2019-09-09,31.103928393833836,23.83458646616538,21.567787534803973,43.906757155502994,62.25955685415128,37.56569847856144,44.07216494845363,53.054755043227566,17.366682397357184,44.78043649750186,44.84151646985697,36.709511568123425,35.82862523540493
2019-09-10,32.03029562667963,23.62324344853776,18.630573248407604,41.93070772875323,61.38517618468998,38.058678365779976,44.53125000000003,52.19260533104032,16.500237755587197,44.04698344901215,44.114892288479474,36.33587786259545,36.25421280693312
2019-09-11,32.167300380228056,23.3746711762495,20.02577319587623,41.573364761343434,61.2088184295267,36.36363636363626,43.03627407075685,52.272727272727174,16.547999017922848,43.045466774280214,44.91978609625659,35.13097072419109,35.88377723970948
2019-09-12,31.770045385779053,23.65391756405492,19.984427718660726,41.39941690962088,59.33316494064138,35.91589861751143,46.06789858186507,52.839070314798384,14.843152257077223,42.18201458277061,44.81540930979124,35.37559936068197,34.99501495513464
2019-09-13,31.17346938775504,23.712486105965137,19.72127267946352,41.92949907235611,58.520365752285784,35.40778630292687,48.067940552017,52.80604826984579,13.772616797191422,42.897091722594965,46.392753154318896,36.00203977562471,35.52631578947373
2019-09-14,30.6010928961748,22.725570947210752,19.040042429063856,41.16504854368922,57.80974750440385,36.42403235124195,48.249683677773106,52.016013726050815,12.994350282485836,43.02291847983743,47.68148385033568,36.66177190406268,36.55378486055781
2019-09-15,30.127142067440513,22.299779573842727,19.040042429063856,41.43322475570024,57.854984894259694,36.20289855072454,48.0547242411287,51.988472622478284,13.169195533924954,43.324569091440154,47.865168539325744,36.23609095307211,40.138067061144035
2019-09-16,30.140845070422483,22.498146775389145,21.226196005573552,41.90051020408154,57.59398496240586,35.17867603983588,48.0345572354212,52.45901639344253,12.921038100496922,44.84794803661046,48.34913370382469,36.61202185792353,39.90196078431377
2019-09-17,29.22077922077916,23.200899550224857,21.465968586387373,43.2250153280195,56.913946587536955,35.88166373755117,48.146551724137964,52.16881594372794,12.849740932642446,44.969017409265156,48.304247612775676,36.39506172839509,39.09702209414029
2019-09-18,29.262157629960807,23.656716417910413,21.086105675146715,43.395080473732044,58.48724714160056,36.607403089478204,48.40791738382102,51.97934595524947,12.304428533545435,44.2817932296431,47.281713344316216,36.072623029144786,39.509665252239536
2019-09-19,28.48755940732451,24.97269748816888,21.362151294294996,42.40098249923231,58.566888182606036,37.19318509962451,48.7996688741722,52.990970654627425,11.88445667125168,42.517006802721006,48.16974408811132,36.9104908565929,40.599714421704
2019-09-20,29.092451229855747,25.915492957746444,21.227025627750393,42.554517133956274,58.26839826839813,38.72801082543968,47.96084828711256,52.56772009029335,11.574468085106346,42.517006802721006,49.857909693716344,36.698564593301455,40.599714421704
2019-09-21,29.64563526361273,25.468424705065885,21.227025627750393,41.98325820991619,57.065217391304216,39.27003293084513,46.061311602638725,52.30596175478056,11.574468085106346,42.517006802721006,48.97451833436906,38.906043228936944,41.1710887465691
