"SvyDate","Date","Dmgrph","DmgrphCode","Mean_crrnt","Pop","PopNmbr"
"2019-7-15_2019-9-8",2019-09-08,BOUCLE-DU-MOUHOUN,900712,19.4995,1816310,354171
"2019-7-15_2019-9-8",2019-09-08,CASCADES,900713,8.43056,755896,63726
"2019-7-15_2019-9-8",2019-09-08,CENTRE,900714,7.58997,2623394,199114
"2019-7-15_2019-9-8",2019-09-08,CENTRE-EST,900715,20.051049999999996,2623394,526018
"2019-7-15_2019-9-8",2019-09-08,CENTRE-NORD,900716,18.75761,1551284,290983
"2019-7-15_2019-9-8",2019-09-08,CENTRE-OUEST,900717,14.900030000000001,1510412,225051
"2019-7-15_2019-9-8",2019-09-08,CENTRE-SUD,900718,12.384940000000002,801374,99249
"2019-7-15_2019-9-8",2019-09-08,EST,900719,21.20131,1633891,346406
"2019-7-15_2019-9-8",2019-09-08,HAUTS-BASSINS,900720,9.36447,1983881,185779
"2019-7-15_2019-9-8",2019-09-08,NORD,900721,22.71169,1500082,340693
"2019-7-15_2019-9-8",2019-09-08,PLATEAU-CENTRAL,900722,14.915040000000001,872851,130186
"2019-7-15_2019-9-8",2019-09-08,SAHEL,900723,23.67347,1282223,303546
"2019-7-15_2019-9-8",2019-09-08,SUD-OUEST,900724,17.7619,796535,141479
"2019-7-16_2019-9-9",2019-09-09,BOUCLE-DU-MOUHOUN,900712,19.567379999999996,1816310,355404
"2019-7-16_2019-9-9",2019-09-09,CASCADES,900713,8.42105,755896,63654
"2019-7-16_2019-9-9",2019-09-09,CENTRE,900714,7.06789,2623394,185418
"2019-7-16_2019-9-9",2019-09-09,CENTRE-EST,900715,20.27147,2623394,531800
"2019-7-16_2019-9-9",2019-09-09,CENTRE-NORD,900716,18.821519999999996,1551284,291975
"2019-7-16_2019-9-9",2019-09-09,CENTRE-OUEST,900717,14.716459999999998,1510412,222279
"2019-7-16_2019-9-9",2019-09-09,CENTRE-SUD,900718,12.714779999999998,801374,101892
"2019-7-16_2019-9-9",2019-09-09,EST,900719,21.844380000000005,1633891,356913
"2019-7-16_2019-9-9",2019-09-09,HAUTS-BASSINS,900720,9.933930000000002,1983881,197077
"2019-7-16_2019-9-9",2019-09-09,NORD,900721,22.64002,1500082,339618
"2019-7-16_2019-9-9",2019-09-09,PLATEAU-CENTRAL,900722,14.72965,872851,128567
"2019-7-16_2019-9-9",2019-09-09,SAHEL,900723,23.856040000000004,1282223,305887
"2019-7-16_2019-9-9",2019-09-09,SUD-OUEST,900724,17.56121,796535,139881
"2019-7-17_2019-9-10",2019-09-10,BOUCLE-DU-MOUHOUN,900712,20.40068,1816310,370539
"2019-7-17_2019-9-10",2019-09-10,CASCADES,900713,8.50741,755896,64307
"2019-7-17_2019-9-10",2019-09-10,CENTRE,900714,6.09645,2623394,159933
"2019-7-17_2019-9-10",2019-09-10,CENTRE-EST,900715,20.69885,2623394,543012
"2019-7-17_2019-9-10",2019-09-10,CENTRE-NORD,900716,20.43742,1551284,317042
"2019-7-17_2019-9-10",2019-09-10,CENTRE-OUEST,900717,14.587329999999998,1510412,220328
"2019-7-17_2019-9-10",2019-09-10,CENTRE-SUD,900718,12.326390000000002,801374,98780
"2019-7-17_2019-9-10",2019-09-10,EST,900719,21.58212,1633891,352628
"2019-7-17_2019-9-10",2019-09-10,HAUTS-BASSINS,900720,10.29482,1983881,204236
"2019-7-17_2019-9-10",2019-09-10,NORD,900721,21.24933,1500082,318757
"2019-7-17_2019-9-10",2019-09-10,PLATEAU-CENTRAL,900722,14.79863,872851,129169
"2019-7-17_2019-9-10",2019-09-10,SAHEL,900723,24.631040000000002,1282223,315824
"2019-7-17_2019-9-10",2019-09-10,SUD-OUEST,900724,17.81416,796535,141896
"2019-7-18_2019-9-11",2019-09-11,BOUCLE-DU-MOUHOUN,900712,20.40558,1816310,370628
"2019-7-18_2019-9-11",2019-09-11,CASCADES,900713,7.96693,755896,60221
"2019-7-18_2019-9-11",2019-09-11,CENTRE,900714,4.53608,2623394,118999
"2019-7-18_2019-9-11",2019-09-11,CENTRE-EST,900715,20.59517,2623394,540292
"2019-7-18_2019-9-11",2019-09-11,CENTRE-NORD,900716,19.91578,1551284,308950
"2019-7-18_2019-9-11",2019-09-11,CENTRE-OUEST,900717,14.07261,1510412,212554
"2019-7-18_2019-9-11",2019-09-11,CENTRE-SUD,900718,11.37483,801374,91154
"2019-7-18_2019-9-11",2019-09-11,EST,900719,21.06643,1633891,344202
"2019-7-18_2019-9-11",2019-09-11,HAUTS-BASSINS,900720,9.40339,1983881,186552
"2019-7-18_2019-9-11",2019-09-11,NORD,900721,19.80091,1500082,297029
"2019-7-18_2019-9-11",2019-09-11,PLATEAU-CENTRAL,900722,13.58918,872851,118613
"2019-7-18_2019-9-11",2019-09-11,SAHEL,900723,23.31793,1282223,298987
"2019-7-18_2019-9-11",2019-09-11,SUD-OUEST,900724,17.33656,796535,138091
"2019-7-19_2019-9-12",2019-09-12,BOUCLE-DU-MOUHOUN,900712,19.23853,1816310,349431
"2019-7-19_2019-9-12",2019-09-12,CASCADES,900713,8.31786,755896,62874
"2019-7-19_2019-9-12",2019-09-12,CENTRE,900714,4.17856,2623394,109620
"2019-7-19_2019-9-12",2019-09-12,CENTRE-EST,900715,20.72886,2623394,543799
"2019-7-19_2019-9-12",2019-09-12,CENTRE-NORD,900716,18.71685,1551284,290351
"2019-7-19_2019-9-12",2019-09-12,CENTRE-OUEST,900717,14.400920000000001,1510412,217513
"2019-7-19_2019-9-12",2019-09-12,CENTRE-SUD,900718,10.91534,801374,87472
"2019-7-19_2019-9-12",2019-09-12,EST,900719,20.38835,1633891,333123
"2019-7-19_2019-9-12",2019-09-12,HAUTS-BASSINS,900720,9.25784,1983881,183664
"2019-7-19_2019-9-12",2019-09-12,NORD,900721,19.389680000000002,1500082,290861
"2019-7-19_2019-9-12",2019-09-12,PLATEAU-CENTRAL,900722,12.26324,872851,107039
"2019-7-19_2019-9-12",2019-09-12,SAHEL,900723,23.122,1282223,296475
"2019-7-19_2019-9-12",2019-09-12,SUD-OUEST,900724,17.24826,796535,137388
"2019-7-20_2019-9-13",2019-09-13,BOUCLE-DU-MOUHOUN,900712,19.540819999999997,1816310,354921
"2019-7-20_2019-9-13",2019-09-13,CASCADES,900713,8.29937,755896,62734
