"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2014,1,1,0,0
2014,1,2,0,0
2014,1,3,0.905,0.063
2014,2,1,1.698,1.397
2014,2,2,1.873,1.381
2014,2,3,0.984,0.508
2014,3,1,1.032,1.079
2014,3,2,0.905,1.048
2014,3,3,1.857,3.746
2014,4,1,11.159,11.048
2014,4,2,3.937,13.222
2014,4,3,9.095,15.619
2014,5,1,5.175,16.333
2014,5,2,23.984,17.063
2014,5,3,10.397,15.762
2014,6,1,0.968,1.714
2014,6,2,0,0
2014,6,3,0.556,0.19
2014,7,1,6.937,9.175
2014,7,2,4.778,13.111
2014,7,3,12.444,15.254
2014,8,1,22.095,19.016
2014,8,2,17.683,20.27
2014,8,3,18.778,19.079
2014,9,1,9.476,4.968
2014,9,2,4.032,3.444
2014,9,3,2.143,2.444
2014,10,1,9.873,3
2014,10,2,1.333,1.492
2014,10,3,1.619,1.667
2014,11,1,0.921,0.889
2014,11,2,0.921,0.778
2014,11,3,2.556,0.825
2014,12,1,0.968,0.714
2014,12,2,1,0.317
2014,12,3,1.397,0.873
2015,1,1,1,0
2015,1,2,0.095,0
2015,1,3,1,0.063
2015,2,1,1.302,1.397
2015,2,2,1.302,1.381
2015,2,3,0.413,0.508
2015,3,1,1.667,1.079
2015,3,2,1.079,1.048
2015,3,3,5.492,3.746
2015,4,1,5.635,11.048
2015,4,2,5.19,13.222
2015,4,3,7.683,15.619
2015,5,1,30.381,16.333
2015,5,2,14.111,17.063
2015,5,3,32.381,15.762
2015,6,1,2.397,1.714
2015,6,2,0,0
2015,6,3,0,0.19
2015,7,1,11.19,9.175
2015,7,2,9.952,13.111
2015,7,3,8.714,15.254
2015,8,1,27.571,19.016
2015,8,2,14.063,20.27
2015,8,3,21.127,19.079
2015,9,1,9.476,4.968
2015,9,2,8.317,3.444
2015,9,3,8.286,2.444
2015,10,1,3,3
2015,10,2,5.825,1.492
2015,10,3,0.778,1.667
2015,11,1,4.317,0.889
2015,11,2,3.952,0.778
2015,11,3,0.857,0.825
2015,12,1,1.429,0.714
2015,12,2,0.968,0.317
2015,12,3,1.063,0.873
2016,1,1,0.841,0
2016,1,2,0.032,0
2016,1,3,1,0.063
2016,2,1,2.73,1.397
2016,2,2,2.778,1.381
2016,2,3,1.333,0.508
2016,3,1,1.952,1.079
2016,3,2,1.683,1.048
2016,3,3,3.032,3.746
2016,4,1,7.825,11.048
2016,4,2,27.111,13.222
2016,4,3,9.825,15.619
2016,5,1,26.016,16.333
2016,5,2,16.952,17.063
2016,5,3,18.968,15.762
2016,6,1,5.016,1.714
2016,6,2,0,0
2016,6,3,0.444,0.19
2016,7,1,9.825,9.175
2016,7,2,16.778,13.111
2016,7,3,59.619,15.254
2016,8,1,42.413,19.016
2016,8,2,18.921,20.27
2016,8,3,11.159,19.079
2016,9,1,5.841,4.968
2016,9,2,3.413,3.444
2016,9,3,1.476,2.444
2016,10,1,1.984,3
2016,10,2,2.794,1.492
2016,10,3,1.286,1.667
2016,11,1,3.254,0.889
2016,11,2,1.762,0.778
2016,11,3,0.937,0.825
2016,12,1,0.857,0.714
2016,12,2,0.905,0.317
2016,12,3,1.73,0.873