SvyDate,Date,Dmgrph,DmgrphCode,Mean_crrnt,Pop,PopNmbr
2019-6-1_2019-6-30,2019-06-30,NORTH-WEST,900965,55.5434,2221973,1234159
2019-6-1_2019-6-30,2019-06-30,SOUTH-WEST,900968,57.68451999999999,1837059,1059698
2019-4-2_2019-6-30,2019-06-30,ADAMAWA,900959,16.43836,1295480,212955
2019-4-2_2019-6-30,2019-06-30,CENTRAL,900960,12.429380000000002,4672234,580729
2019-4-2_2019-6-30,2019-06-30,EAST,900961,14.27297,1108419,158204
2019-4-2_2019-6-30,2019-06-30,FAR-NORTH,900962,21.7496,4545866,988707
2019-4-2_2019-6-30,2019-06-30,LITTORAL,900963,12.784089999999999,3845583,491622
2019-4-2_2019-6-30,2019-06-30,NORTH,900964,7.162790000000001,2825922,202414
2019-4-2_2019-6-30,2019-06-30,SOUTH,900967,10.92233,797019,87053
2019-4-2_2019-6-30,2019-06-30,WEST,900966,20.908310000000004,2066677,432107
2019-6-2_2019-7-1,2019-07-01,NORTH-WEST,900965,54.328559999999996,2221973,1207165
2019-6-2_2019-7-1,2019-07-01,SOUTH-WEST,900968,56.5694,1837059,1039213
2019-4-3_2019-7-1,2019-07-01,ADAMAWA,900959,17.0,1295480,220231
2019-4-3_2019-7-1,2019-07-01,CENTRAL,900960,12.110089999999998,4672234,565811
2019-4-3_2019-7-1,2019-07-01,EAST,900961,13.75752,1108419,152490
2019-4-3_2019-7-1,2019-07-01,FAR-NORTH,900962,21.15535,4545866,961693
2019-4-3_2019-7-1,2019-07-01,LITTORAL,900963,12.016019999999996,3845583,462086
2019-4-3_2019-7-1,2019-07-01,NORTH,900964,6.713160000000001,2825922,189708
2019-4-3_2019-7-1,2019-07-01,SOUTH,900967,10.688840000000004,797019,85192
2019-4-3_2019-7-1,2019-07-01,WEST,900966,20.0493,2066677,414354
2019-6-3_2019-7-2,2019-07-02,NORTH-WEST,900965,55.296640000000004,2221973,1228676
2019-6-3_2019-7-2,2019-07-02,SOUTH-WEST,900968,57.570780000000006,1837059,1057609
2019-4-4_2019-7-2,2019-07-02,ADAMAWA,900959,15.937499999999998,1295480,206467
2019-4-4_2019-7-2,2019-07-02,CENTRAL,900960,11.68142,4672234,545783
2019-4-4_2019-7-2,2019-07-02,EAST,900961,12.92407,1108419,143252
2019-4-4_2019-7-2,2019-07-02,FAR-NORTH,900962,20.2088,4545866,918664
2019-4-4_2019-7-2,2019-07-02,LITTORAL,900963,11.55327,3845583,444290
2019-4-4_2019-7-2,2019-07-02,NORTH,900964,6.22474,2825922,175906
2019-4-4_2019-7-2,2019-07-02,SOUTH,900967,10.204080000000001,797019,81328
2019-4-4_2019-7-2,2019-07-02,WEST,900966,19.56696,2066677,404385
2019-6-4_2019-7-3,2019-07-03,NORTH-WEST,900965,55.86234,2221973,1241246
2019-6-4_2019-7-3,2019-07-03,SOUTH-WEST,900968,54.00416,1837059,992088
2019-4-5_2019-7-3,2019-07-03,ADAMAWA,900959,15.608260000000001,1295480,202201
2019-4-5_2019-7-3,2019-07-03,CENTRAL,900960,11.445090000000002,4672234,534741
2019-4-5_2019-7-3,2019-07-03,EAST,900961,12.32666,1108419,136631
2019-4-5_2019-7-3,2019-07-03,FAR-NORTH,900962,19.7378,4545866,897253
2019-4-5_2019-7-3,2019-07-03,LITTORAL,900963,11.406839999999999,3845583,438659
2019-4-5_2019-7-3,2019-07-03,NORTH,900964,8.24981,2825922,233133
2019-4-5_2019-7-3,2019-07-03,SOUTH,900967,9.86842,797019,78653
2019-4-5_2019-7-3,2019-07-03,WEST,900966,20.512820000000005,2066677,423933
2019-6-5_2019-7-4,2019-07-04,NORTH-WEST,900965,55.52904000000001,2221973,1233840
2019-6-5_2019-7-4,2019-07-04,SOUTH-WEST,900968,54.08571,1837059,993586
2019-4-6_2019-7-4,2019-07-04,ADAMAWA,900959,15.326820000000001,1295480,198555
2019-4-6_2019-7-4,2019-07-04,CENTRAL,900960,11.97263,4672234,559389
2019-4-6_2019-7-4,2019-07-04,EAST,900961,11.95815,1108419,132546
2019-4-6_2019-7-4,2019-07-04,FAR-NORTH,900962,19.24716,4545866,874950
2019-4-6_2019-7-4,2019-07-04,LITTORAL,900963,11.19403,3845583,430475
2019-4-6_2019-7-4,2019-07-04,NORTH,900964,8.051169999999999,2825922,227519
2019-4-6_2019-7-4,2019-07-04,SOUTH,900967,9.62224,797019,76691
2019-4-6_2019-7-4,2019-07-04,WEST,900966,20.32333,2066677,420017
2019-6-6_2019-7-5,2019-07-05,NORTH-WEST,900965,54.09619,2221973,1202002
2019-6-6_2019-7-5,2019-07-05,SOUTH-WEST,900968,54.36585,1837059,998732
2019-4-7_2019-7-5,2019-07-05,ADAMAWA,900959,15.94096,1295480,206511
2019-4-7_2019-7-5,2019-07-05,CENTRAL,900960,11.771300000000002,4672234,549982
2019-4-7_2019-7-5,2019-07-05,EAST,900961,11.32343,1108419,125511
2019-4-7_2019-7-5,2019-07-05,FAR-NORTH,900962,18.84562,4545866,856696
2019-4-7_2019-7-5,2019-07-05,LITTORAL,900963,10.909089999999999,3845583,419518
2019-4-7_2019-7-5,2019-07-05,NORTH,900964,9.93474,2825922,280748
2019-4-7_2019-7-5,2019-07-05,SOUTH,900967,9.44056,797019,75243
2019-4-7_2019-7-5,2019-07-05,WEST,900966,19.6868,2066677,406862
