AdminStrata,Bamako,Bamako,Gao-Menaka,Gao-Menaka,Kayes,Kayes,Kidal,Kidal,Koulikoro,Koulikoro,Mopti,Mopti,Segou,Segou,Sikasso,Sikasso,Tombouctou-Taoudeni,Tombouctou-Taoudeni
2018-05-25,,,,,,,,,,,,,,,,,,
2018-05-26,,,,,,,,,,,,,,,,,,
2018-05-27,,,,,,,,,,,,,,,,,,
2018-05-28,,,,,,,,,,,,,,,,,,
2018-05-29,,,,,,,,,,,,,,,,,,
2018-05-30,,,,,,,,,,,,,,,,,,
2018-05-31,0.2283111,97.02511187249951,0.1173606,99.8495341644552,0.23935839999999997,92.33337715597841,0.1061365,100.56401873492901,0.2428406,94.17734724915171,0.16313989999999998,98.29072560116279,0.19434790000000002,97.61764555481341,0.4008581,92.64947460872558,0.1058847,99.08557727939849
2018-06-01,,,,,,,,,,,,,,,,,,
2018-06-02,,,,,,,,,,,,,,,,,,
2018-06-03,,,,,,,,,,,,,,,,,,
2018-06-04,,,,,,,,,,,,,,,,,,
2018-06-05,,,,,,,,,,,,,,,,,,
2018-06-06,,,,,,,,,,,,,,,,,,
2018-06-07,,,,,,,,,,,,,,,,,,
2018-06-08,,,,,,,,,,,,,,,,,,
2018-06-09,,,,,,,,,,,,,,,,,,
2018-06-10,0.2486444,99.795759878846,0.1159003,99.7984183874193,0.24745889999999998,90.2080287444006,0.1052681,100.456579349182,0.24659299999999998,91.9113044275892,0.1643106,99.1768680818532,0.19447089999999997,96.56884993547492,0.4196588,92.3554918779227,0.1053654,98.94114492883759
2018-06-11,,,,,,,,,,,,,,,,,,
2018-06-12,,,,,,,,,,,,,,,,,,
2018-06-13,,,,,,,,,,,,,,,,,,
2018-06-14,,,,,,,,,,,,,,,,,,
2018-06-15,,,,,,,,,,,,,,,,,,
2018-06-16,,,,,,,,,,,,,,,,,,
2018-06-17,,,,,,,,,,,,,,,,,,
2018-06-18,,,,,,,,,,,,,,,,,,
2018-06-19,,,,,,,,,,,,,,,,,,
2018-06-20,0.27034440000000004,101.76483351223601,0.1148913,99.7901814352631,0.2634489,88.7789725791111,0.104564,100.410962285797,0.25502800000000003,90.1425066536795,0.1681701,100.377825698681,0.1989638,96.02765690076392,0.4430278,92.6356377951632,0.1051731,98.9519604429633
2018-06-21,,,,,,,,,,,,,,,,,,
2018-06-22,,,,,,,,,,,,,,,,,,
2018-06-23,,,,,,,,,,,,,,,,,,
2018-06-24,,,,,,,,,,,,,,,,,,
2018-06-25,,,,,,,,,,,,,,,,,,
2018-06-26,,,,,,,,,,,,,,,,,,
2018-06-27,,,,,,,,,,,,,,,,,,
2018-06-28,,,,,,,,,,,,,,,,,,
2018-06-29,,,,,,,,,,,,,,,,,,
2018-06-30,0.2896333,101.801768587342,0.1147046,100.014573665629,0.2912437,88.90680518928309,0.10403720000000001,100.413617230987,0.2712775,89.4756161174332,0.1739346,101.007346370996,0.21037600000000004,96.3928927752347,0.47191289999999997,93.58517205690072,0.1050501,98.93850948481821
2018-07-01,,,,,,,,,,,,,,,,,,
2018-07-02,,,,,,,,,,,,,,,,,,
2018-07-03,,,,,,,,,,,,,,,,,,
2018-07-04,,,,,,,,,,,,,,,,,,
2018-07-05,,,,,,,,,,,,,,,,,,
2018-07-06,,,,,,,,,,,,,,,,,,
2018-07-07,,,,,,,,,,,,,,,,,,
2018-07-08,,,,,,,,,,,,,,,,,,
2018-07-09,,,,,,,,,,,,,,,,,,
2018-07-10,0.33124440000000005,99.854478784704,0.1223725,103.35253814730801,0.38404740000000004,91.5619479723353,0.10371960000000001,100.71579686700501,0.3344994,90.49593497274411,0.1955575,99.9834689274876,0.2577062,98.00453162294399,0.5370158,95.2224438612294,0.10544210000000001,99.0666421935088
2018-07-11,,,,,,,,,,,,,,,,,,
2018-07-12,,,,,,,,,,,,,,,,,,
2018-07-13,,,,,,,,,,,,,,,,,,
2018-07-14,,,,,,,,,,,,,,,,,,
2018-07-15,,,,,,,,,,,,,,,,,,
2018-07-16,,,,,,,,,,,,,,,,,,
2018-07-17,,,,,,,,,,,,,,,,,,
2018-07-18,,,,,,,,,,,,,,,,,,
2018-07-19,,,,,,,,,,,,,,,,,,
2018-07-20,0.3542,99.2713795111437,0.1312122,106.82647113786699,0.44346599999999997,94.20286950065979,0.1040568,100.93447901959298,0.3852026,93.5805864448728,0.21201799999999998,98.0196160438858,0.2927376,99.4945985033613,0.5725683000000001,96.6790319429748,0.1060895,98.95673188782959
2018-07-21,,,,,,,,,,,,,,,,,,
2018-07-22,,,,,,,,,,,,,,,,,,
2018-07-23,,,,,,,,,,,,,,,,,,
2018-07-24,,,,,,,,,,,,,,,,,,
2018-07-25,,,,,,,,,,,,,,,,,,
2018-07-26,,,,,,,,,,,,,,,,,,
2018-07-27,,,,,,,,,,,,,,,,,,
2018-07-28,,,,,,,,,,,,,,,,,,
2018-07-29,,,,,,,,,,,,,,,,,,
2018-07-30,,,,,,,,,,,,,,,,,,
2018-07-31,0.37955559999999994,98.96326645710829,0.1420364,110.144634936877,0.5068768,96.70951655036379,0.1047897,101.264318111491,0.44793359999999993,97.69687171357259,0.2358181,96.6821321220756,0.33960409999999996,102.28530157831699,0.6108925999999999,98.5492563913838,0.1072719,98.74608366976629
2018-08-01,,,,,,,,,,,,,,,,,,
2018-08-02,,,,,,,,,,,,,,,,,,
2018-08-03,,,,,,,,,,,,,,,,,,
2018-08-04,,,,,,,,,,,,,,,,,,
2018-08-05,,,,,,,,,,,,,,,,,,
2018-08-06,,,,,,,,,,,,,,,,,,
2018-08-07,,,,,,,,,,,,,,,,,,
2018-08-08,,,,,,,,,,,,,,,,,,
2018-08-09,,,,,,,,,,,,,,,,,,
2018-08-10,0.4250778,97.70796150402019,0.1681146,113.345029106053,0.6192978,99.6687377321647,0.10715350000000001,101.910148572155,0.5653358,102.886541123296,0.2973678,95.2340455164431,0.43541019999999997,105.295328317557,0.6776739,101.652140519952,0.1129865,98.62428899915291
2018-08-11,,,,,,,,,,,,,,,,,,
2018-08-12,,,,,,,,,,,,,,,,,,
2018-08-13,,,,,,,,,,,,,,,,,,
2018-08-14,,,,,,,,,,,,,,,,,,
2018-08-15,,,,,,,,,,,,,,,,,,
2018-08-16,,,,,,,,,,,,,,,,,,
2018-08-17,,,,,,,,,,,,,,,,,,
2018-08-18,,,,,,,,,,,,,,,,,,
2018-08-19,,,,,,,,,,,,,,,,,,
2018-08-20,0.4419889,97.09030371597841,0.1841448,114.75464309606701,0.6652796,100.973654907293,0.1089586,102.346205701203,0.6087781,103.92156027603501,0.33273270000000005,96.0964377304599,0.4774569,105.991490247584,0.7012883000000001,102.626405380751,0.1184417,99.59503709055821
2018-08-21,,,,,,,,,,,,,,,,,,
2018-08-22,,,,,,,,,,,,,,,,,,
2018-08-23,,,,,,,,,,,,,,,,,,
2018-08-24,,,,,,,,,,,,,,,,,,
2018-08-25,,,,,,,,,,,,,,,,,,
2018-08-26,,,,,,,,,,,,,,,,,,
2018-08-27,,,,,,,,,,,,,,,,,,
2018-08-28,,,,,,,,,,,,,,,,,,
2018-08-29,,,,,,,,,,,,,,,,,,
2018-08-30,,,,,,,,,,,,,,,,,,
2018-08-31,0.45137780000000005,96.31384412410549,0.1999443,116.891116446691,0.6984715,101.97886034658899,0.11111900000000001,102.907710142336,0.6359201,104.069832012332,0.3636764,97.36474131440251,0.5086890000000001,106.056944607647,0.715166,102.975272455178,0.1245825,101.176570813603
2018-09-01,,,,,,,,,,,,,,,,,,
2018-09-02,,,,,,,,,,,,,,,,,,
2018-09-03,,,,,,,,,,,,,,,,,,
2018-09-04,,,,,,,,,,,,,,,,,,
2018-09-05,,,,,,,,,,,,,,,,,,
2018-09-06,,,,,,,,,,,,,,,,,,
2018-09-07,,,,,,,,,,,,,,,,,,
2018-09-08,,,,,,,,,,,,,,,,,,
2018-09-09,,,,,,,,,,,,,,,,,,
2018-09-10,0.4521222,95.207091391733,0.21212199999999998,119.519209242286,0.7167736,102.587850226215,0.1133605,103.526519717255,0.6456071,103.531372022257,0.38525790000000004,98.956164976542,0.5249286,105.470643691146,0.7197081999999999,102.766508488661,0.12989569999999998,103.134527559191
2018-09-11,,,,,,,,,,,,,,,,,,
2018-09-12,,,,,,,,,,,,,,,,,,
2018-09-13,,,,,,,,,,,,,,,,,,
2018-09-14,,,,,,,,,,,,,,,,,,
2018-09-15,,,,,,,,,,,,,,,,,,
2018-09-16,,,,,,,,,,,,,,,,,,
2018-09-17,,,,,,,,,,,,,,,,,,
2018-09-18,,,,,,,,,,,,,,,,,,
2018-09-19,,,,,,,,,,,,,,,,,,
2018-09-20,0.43664440000000004,93.5055502566653,0.20895429999999995,120.466945293703,0.7040223000000001,101.945051349583,0.116397,104.353579379762,0.621911,101.708505380215,0.3899685,102.22872247236499,0.5183509,104.228706045806,0.7108802,102.012688032551,0.1332925,106.388937419501
2018-09-21,,,,,,,,,,,,,,,,,,
2018-09-22,,,,,,,,,,,,,,,,,,
2018-09-23,,,,,,,,,,,,,,,,,,
2018-09-24,,,,,,,,,,,,,,,,,,
2018-09-25,,,,,,,,,,,,,,,,,,
2018-09-26,,,,,,,,,,,,,,,,,,
2018-09-27,,,,,,,,,,,,,,,,,,
2018-09-28,,,,,,,,,,,,,,,,,,
2018-09-29,,,,,,,,,,,,,,,,,,
2018-09-30,0.42325559999999995,93.06285350438209,0.1951695,118.015939910283,0.6797545,101.224170310229,0.1169127,104.47349116455601,0.5981376,101.441970060625,0.3767767,103.77849231382,0.5022975000000001,104.44386745497,0.7008707,101.8903991589,0.13130970000000003,107.016179059831
2018-10-01,,,,,,,,,,,,,,,,,,
2018-10-02,,,,,,,,,,,,,,,,,,
2018-10-03,,,,,,,,,,,,,,,,,,
2018-10-04,,,,,,,,,,,,,,,,,,
2018-10-05,,,,,,,,,,,,,,,,,,
2018-10-06,,,,,,,,,,,,,,,,,,
2018-10-07,,,,,,,,,,,,,,,,,,
2018-10-08,,,,,,,,,,,,,,,,,,
2018-10-09,,,,,,,,,,,,,,,,,,
2018-10-10,0.4059667,92.58833135316559,0.1795724,114.721669061153,0.6487,100.572617618647,0.1170259,104.515168618774,0.5683628000000001,101.508869756154,0.3563393,104.477950033876,0.47999769999999997,105.108743399688,0.6869373000000001,101.91336847915001,0.12796960000000002,106.873307675355
2018-10-11,,,,,,,,,,,,,,,,,,
2018-10-12,,,,,,,,,,,,,,,,,,
2018-10-13,,,,,,,,,,,,,,,,,,
2018-10-14,,,,,,,,,,,,,,,,,,
2018-10-15,,,,,,,,,,,,,,,,,,
2018-10-16,,,,,,,,,,,,,,,,,,
2018-10-17,,,,,,,,,,,,,,,,,,
2018-10-18,,,,,,,,,,,,,,,,,,
2018-10-19,,,,,,,,,,,,,,,,,,
2018-10-20,0.3849444,91.85731784582892,0.16642839999999998,111.729431369755,0.6138456,100.15370531185499,0.11687660000000001,104.490921978355,0.5328034,101.37953996083999,0.3344862,104.66344797999099,0.450622,105.32022589627701,0.6678375,101.863039824268,0.12406189999999999,106.072308275451
2018-10-21,,,,,,,,,,,,,,,,,,
2018-10-22,,,,,,,,,,,,,,,,,,
2018-10-23,,,,,,,,,,,,,,,,,,
2018-10-24,,,,,,,,,,,,,,,,,,
2018-10-25,,,,,,,,,,,,,,,,,,
2018-10-26,,,,,,,,,,,,,,,,,,
2018-10-27,,,,,,,,,,,,,,,,,,
2018-10-28,,,,,,,,,,,,,,,,,,
2018-10-29,,,,,,,,,,,,,,,,,,
2018-10-30,,,,,,,,,,,,,,,,,,
2018-10-31,0.3377333,90.11231813493521,0.152102,108.403523160095,0.5444734,100.78305751672701,0.1164562,104.360468761364,0.4589232,101.067766333397,0.29885500000000004,104.39700037616501,0.38448590000000005,104.207305636875,0.6153666999999999,101.415189170742,0.11839589999999998,104.59450629445699
2018-11-01,,,,,,,,,,,,,,,,,,
2018-11-02,,,,,,,,,,,,,,,,,,
2018-11-03,,,,,,,,,,,,,,,,,,
2018-11-04,,,,,,,,,,,,,,,,,,
2018-11-05,,,,,,,,,,,,,,,,,,
2018-11-06,,,,,,,,,,,,,,,,,,
2018-11-07,,,,,,,,,,,,,,,,,,
2018-11-08,,,,,,,,,,,,,,,,,,
2018-11-09,,,,,,,,,,,,,,,,,,
2018-11-10,0.3148778,89.6040898688665,0.1492126,107.746377176088,0.5127117,102.022882964944,0.11625710000000002,104.23871370218201,0.4262416,101.310583201867,0.2877449,104.604883348695,0.3567958,103.894022916173,0.5851483000000001,101.314629223993,0.11684480000000001,104.126950841935
2018-11-11,,,,,,,,,,,,,,,,,,
2018-11-12,,,,,,,,,,,,,,,,,,
2018-11-13,,,,,,,,,,,,,,,,,,
2018-11-14,,,,,,,,,,,,,,,,,,
2018-11-15,,,,,,,,,,,,,,,,,,
2018-11-16,,,,,,,,,,,,,,,,,,
2018-11-17,,,,,,,,,,,,,,,,,,
2018-11-18,,,,,,,,,,,,,,,,,,
2018-11-19,,,,,,,,,,,,,,,,,,
2018-11-20,0.2949222,89.8026993229953,0.1469189,107.364474220824,0.48231,103.69362897117901,0.1160657,104.099913932147,0.3975845,101.890108759393,0.2790944,105.030205873558,0.3343914,103.996909242269,0.5538928000000001,101.413133887924,0.1157355,103.85653197243799
2018-11-21,,,,,,,,,,,,,,,,,,
2018-11-22,,,,,,,,,,,,,,,,,,
2018-11-23,,,,,,,,,,,,,,,,,,
2018-11-24,,,,,,,,,,,,,,,,,,
2018-11-25,,,,,,,,,,,,,,,,,,
2018-11-26,,,,,,,,,,,,,,,,,,
2018-11-27,,,,,,,,,,,,,,,,,,
2018-11-28,,,,,,,,,,,,,,,,,,
2018-11-29,,,,,,,,,,,,,,,,,,
2018-11-30,0.2615556,90.69445875695949,0.1441848,106.848348755659,0.41235,103.85276111102101,0.1157194,103.78407423481501,0.3499218,102.146752796623,0.2634468,104.97804297093701,0.3011236,103.77676520215599,0.4907795999999999,101.67579614888399,0.11448699999999999,103.465649834505
2018-12-01,,,,,,,,,,,,,,,,,,
2018-12-02,,,,,,,,,,,,,,,,,,
2018-12-03,,,,,,,,,,,,,,,,,,
2018-12-04,,,,,,,,,,,,,,,,,,
2018-12-05,,,,,,,,,,,,,,,,,,
2018-12-06,,,,,,,,,,,,,,,,,,
2018-12-07,,,,,,,,,,,,,,,,,,
2018-12-08,,,,,,,,,,,,,,,,,,
2018-12-09,,,,,,,,,,,,,,,,,,
2018-12-10,0.2491333,91.17754995918649,0.1433469,106.546765880462,0.3820853,103.179005307178,0.1155953,103.641837191327,0.33010120000000004,101.413271249362,0.2557127,104.642017312965,0.2880003,103.15690364757,0.4611593,101.78745596724701,0.1141927,103.324529591334
2018-12-11,,,,,,,,,,,,,,,,,,
2018-12-12,,,,,,,,,,,,,,,,,,
2018-12-13,,,,,,,,,,,,,,,,,,
2018-12-14,,,,,,,,,,,,,,,,,,
2018-12-15,,,,,,,,,,,,,,,,,,
2018-12-16,,,,,,,,,,,,,,,,,,
2018-12-17,,,,,,,,,,,,,,,,,,
2018-12-18,,,,,,,,,,,,,,,,,,
2018-12-19,,,,,,,,,,,,,,,,,,
2018-12-20,0.24027779999999999,91.9408898075587,0.14210309999999998,106.218168930056,0.3584595,103.000706828905,0.1154632,103.51037648622,0.31427140000000003,101.02836254917601,0.248031,104.542275234687,0.2773647,102.90445670866998,0.434395,102.00916322982401,0.11389280000000002,103.253022598852
2018-12-21,,,,,,,,,,,,,,,,,,
2018-12-22,,,,,,,,,,,,,,,,,,
2018-12-23,,,,,,,,,,,,,,,,,,
2018-12-24,,,,,,,,,,,,,,,,,,
2018-12-25,,,,,,,,,,,,,,,,,,
2018-12-26,,,,,,,,,,,,,,,,,,
2018-12-27,,,,,,,,,,,,,,,,,,
2018-12-28,,,,,,,,,,,,,,,,,,
2018-12-29,,,,,,,,,,,,,,,,,,
2018-12-30,,,,,,,,,,,,,,,,,,
2018-12-31,0.2333889,92.5771394764842,0.1412165,105.83064351876499,0.34080229999999995,103.235658041556,0.11540879999999999,103.411652760394,0.30258209999999996,101.08228905956601,0.24069780000000002,104.45599645558399,0.2691443,103.001008888938,0.4112523,102.42241970622,0.1138989,103.270072900718
2019-01-01,,,,,,,,,,,,,,,,,,
2019-01-02,,,,,,,,,,,,,,,,,,
2019-01-03,,,,,,,,,,,,,,,,,,
2019-01-04,,,,,,,,,,,,,,,,,,
2019-01-05,,,,,,,,,,,,,,,,,,
2019-01-06,,,,,,,,,,,,,,,,,,
2019-01-07,,,,,,,,,,,,,,,,,,
2019-01-08,,,,,,,,,,,,,,,,,,
2019-01-09,,,,,,,,,,,,,,,,,,
2019-01-10,0.2231,93.65569272976678,0.14009129999999997,105.966623166891,0.3154552,104.334986339149,0.11539719999999999,103.293713840343,0.2835562,101.386927940478,0.22668249999999998,104.19279182793699,0.2530419,102.620559946333,0.37371329999999997,103.236585878107,0.1135829,103.22908587904399
2019-01-11,,,,,,,,,,,,,,,,,,
2019-01-12,,,,,,,,,,,,,,,,,,
2019-01-13,,,,,,,,,,,,,,,,,,
2019-01-14,,,,,,,,,,,,,,,,,,
2019-01-15,,,,,,,,,,,,,,,,,,
2019-01-16,,,,,,,,,,,,,,,,,,
2019-01-17,,,,,,,,,,,,,,,,,,
2019-01-18,,,,,,,,,,,,,,,,,,
2019-01-19,,,,,,,,,,,,,,,,,,
2019-01-20,0.2198556,94.43950607605959,0.139053,105.66082658374201,0.30708959999999996,105.387211150652,0.1155371,103.339908981378,0.2772354,102.039191033995,0.22145460000000003,104.161317034125,0.2478539,102.879446969336,0.3614867,104.105112371376,0.1134694,103.150887200586
2019-01-21,,,,,,,,,,,,,,,,,,
2019-01-22,,,,,,,,,,,,,,,,,,
2019-01-23,,,,,,,,,,,,,,,,,,
2019-01-24,,,,,,,,,,,,,,,,,,
2019-01-25,,,,,,,,,,,,,,,,,,
2019-01-26,,,,,,,,,,,,,,,,,,
2019-01-27,,,,,,,,,,,,,,,,,,
2019-01-28,,,,,,,,,,,,,,,,,,
2019-01-29,,,,,,,,,,,,,,,,,,
2019-01-30,,,,,,,,,,,,,,,,,,
