"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2018,1,1,0.965,0.059
2018,1,2,0.371,0.008
2018,1,3,1,0.328
2018,2,1,2.109,1.219
2018,2,2,2.488,1.453
2018,2,3,1.051,0.578
2018,3,1,1.598,1.219
2018,3,2,1.113,1.59
2018,3,3,3.156,4.711
2018,4,1,13.977,10.238
2018,4,2,14.531,12.836
2018,4,3,28.555,13.34
2018,5,1,10.691,10.715
2018,5,2,15.227,9.633
2018,5,3,11,8.824
2018,6,1,2.938,0.73
2018,6,2,0,0
2018,6,3,1.289,0.598
2018,7,1,15.215,7.84
2018,7,2,4.375,12.191
2018,7,3,10.234,13.551
2018,8,1,28.609,18.766
2018,8,2,25.219,18.016
2018,8,3,15.637,17.043
2018,9,1,4.406,3.77
2018,9,2,3.75,1.234
2018,9,3,0.719,0.754
2018,10,1,0.496,0.789
2018,10,2,2.914,0.273
2018,10,3,2.055,0.371
2018,11,1,0.688,0.238
2018,11,2,1.203,0.574
2018,11,3,1.02,0.578
2018,12,1,0.801,0.566
2018,12,2,0.977,0.598
2018,12,3,1.648,0.848
2019,1,1,0.602,0.059
2019,1,2,0.191,0.008
2019,1,3,0.957,0.328
2019,2,1,1.59,1.219
2019,2,2,1.812,1.453
2019,2,3,1.359,0.578
2019,3,1,1.598,1.219
2019,3,2,1.773,1.59
2019,3,3,2.996,4.711
2019,4,1,12.664,10.238
2019,4,2,28.059,12.836
2019,4,3,9.891,13.34
2019,5,1,5.195,10.715
2019,5,2,13.375,9.633
2019,5,3,25.754,8.824
2019,6,1,1.695,0.73
2019,6,2,0,0
2019,6,3,0.848,0.598
2019,7,1,10.109,7.84
2019,7,2,8.168,12.191
2019,7,3,9.406,13.551
2019,8,1,14.492,18.766
2019,8,2,8.18,18.016
2019,8,3,11.672,17.043
2019,9,1,4.793,3.77
2019,9,2,3.559,1.234
2019,9,3,2.539,0.754
2019,10,1,3.207,0.789
2019,10,2,1.941,0.273
2019,10,3,0.117,0.371
2019,11,1,0.219,0.238
2019,11,2,0.895,0.574
2019,11,3,2.965,0.578
2019,12,1,1.465,0.566
2019,12,2,1.312,0.598
2019,12,3,1.328,0.848
2020,1,1,0.957,0.059
2020,1,2,0.516,0.008
2020,1,3,1.016,0.328
2020,2,1,1.586,1.219
2020,2,2,1.641,1.453
2020,2,3,0.941,0.578
2020,3,1,1.281,1.219
2020,3,2,1.199,1.59
2020,3,3,4.344,4.711
2020,4,1,,10.238
2020,4,2,,12.836
2020,4,3,,13.34
2020,5,1,,10.715
2020,5,2,,9.633
2020,5,3,,8.824
2020,6,1,,0.73
2020,6,2,,0
2020,6,3,,0.598
2020,7,1,,7.84
2020,7,2,,12.191
2020,7,3,,13.551
2020,8,1,,18.766
2020,8,2,,18.016
2020,8,3,,17.043
2020,9,1,,3.77
2020,9,2,,1.234
2020,9,3,,0.754
2020,10,1,,0.789
2020,10,2,,0.273
2020,10,3,,0.371
2020,11,1,,0.238
2020,11,2,,0.574
2020,11,3,,0.578
2020,12,1,,0.566
2020,12,2,,0.598
2020,12,3,,0.848