"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2015,1,1,1,0.059
2015,1,2,0.387,0.008
2015,1,3,0.965,0.328
2015,2,1,0.91,1.219
2015,2,2,0.906,1.453
2015,2,3,0.543,0.578
2015,3,1,1.113,1.219
2015,3,2,0.953,1.59
2015,3,3,7.316,4.711
2015,4,1,3.191,10.238
2015,4,2,2.492,12.836
2015,4,3,3.293,13.34
2015,5,1,23.281,10.715
2015,5,2,5.957,9.633
2015,5,3,23.195,8.824
2015,6,1,0.938,0.73
2015,6,2,0,0
2015,6,3,0.348,0.598
2015,7,1,6.633,7.84
2015,7,2,5.699,12.191
2015,7,3,6.488,13.551
2015,8,1,29.125,18.766
2015,8,2,9.871,18.016
2015,8,3,19.566,17.043
2015,9,1,4.469,3.77
2015,9,2,4.746,1.234
2015,9,3,2.867,0.754
2015,10,1,0.918,0.789
2015,10,2,2.336,0.273
2015,10,3,0.117,0.371
2015,11,1,1.969,0.238
2015,11,2,1.504,0.574
2015,11,3,0.844,0.578
2015,12,1,0.887,0.566
2015,12,2,0.906,0.598
2015,12,3,1.168,0.848
2016,1,1,1,0.059
2016,1,2,0.695,0.008
2016,1,3,1,0.328
2016,2,1,1.844,1.219
2016,2,2,1.809,1.453
2016,2,3,2.852,0.578
2016,3,1,1.984,1.219
2016,3,2,1.242,1.59
2016,3,3,4.086,4.711
2016,4,1,6.305,10.238
2016,4,2,33.832,12.836
2016,4,3,15.688,13.34
2016,5,1,19.906,10.715
2016,5,2,11.664,9.633
2016,5,3,8.359,8.824
2016,6,1,2.277,0.73
2016,6,2,0,0
2016,6,3,0.973,0.598
2016,7,1,7.953,7.84
2016,7,2,11.234,12.191
2016,7,3,54.262,13.551
2016,8,1,46.441,18.766
2016,8,2,16.398,18.016
2016,8,3,7.273,17.043
2016,9,1,2.723,3.77
2016,9,2,0.895,1.234
2016,9,3,0.938,0.754
2016,10,1,0.527,0.789
2016,10,2,0.715,0.273
2016,10,3,0.148,0.371
2016,11,1,2.871,0.238
2016,11,2,1.094,0.574
2016,11,3,1.297,0.578
2016,12,1,0.773,0.566
2016,12,2,0.875,0.598
2016,12,3,1.75,0.848
2017,1,1,0.969,0.059
2017,1,2,0.406,0.008
2017,1,3,1.016,0.328
2017,2,1,1.676,1.219
2017,2,2,4.512,1.453
2017,2,3,1,0.578
2017,3,1,1.914,1.219
2017,3,2,1.07,1.59
2017,3,3,6.332,4.711
2017,4,1,2.484,10.238
2017,4,2,2.789,12.836
2017,4,3,18.762,13.34
2017,5,1,27.43,10.715
2017,5,2,28.879,9.633
2017,5,3,15.992,8.824
2017,6,1,0.582,0.73
2017,6,2,0,0
2017,6,3,1.012,0.598
2017,7,1,11.996,7.84
2017,7,2,24.621,12.191
2017,7,3,20.73,13.551
2017,8,1,28.156,18.766
2017,8,2,41.215,18.016
2017,8,3,35.945,17.043
2017,9,1,4.402,3.77
2017,9,2,1.535,1.234
2017,9,3,2.066,0.754
2017,10,1,0.301,0.789
2017,10,2,0.141,0.273
2017,10,3,0.133,0.371
2017,11,1,0.625,0.238
2017,11,2,0.914,0.574
2017,11,3,0.887,0.578
2017,12,1,0.773,0.566
2017,12,2,0.914,0.598
2017,12,3,1.453,0.848