"Year","Month","Dekad","Rainfall (mm)","Average (mm)"
2015,1,1,94.822,47.342
2015,1,2,25.945,41.836
2015,1,3,16.466,52.795
2015,2,1,31.74,45.384
2015,2,2,106.863,52.644
2015,2,3,27.986,39.74
2015,3,1,23.164,29.877
2015,3,2,32.233,36.205
2015,3,3,27.849,38.945
2015,4,1,18.836,21.233
2015,4,2,24.712,16.849
2015,4,3,20.918,16.384
2015,5,1,3.493,8.836
2015,5,2,3.89,6.233
2015,5,3,9.123,4.438
2015,6,1,0.959,0.808
2015,6,2,0.356,0.219
2015,6,3,0.205,0.014
2015,7,1,0.027,0.014
2015,7,2,0,0
2015,7,3,0.014,0
2015,8,1,0,0
2015,8,2,0,0
2015,8,3,0.205,0.082
2015,9,1,1.384,1.438
2015,9,2,1.384,2.151
2015,9,3,5.425,5.644
2015,10,1,10.37,13.699
2015,10,2,5.658,17.603
2015,10,3,41.712,24.781
2015,11,1,19.068,40.027
2015,11,2,29.616,28.274
2015,11,3,21.438,36.027
2015,12,1,16.055,48.904
2015,12,2,23.616,59.726
2015,12,3,24.767,46.274
2016,1,1,95.671,47.342
2016,1,2,35.89,41.836
2016,1,3,23.822,52.795
2016,2,1,18.658,45.384
2016,2,2,20.452,52.644
2016,2,3,18.315,39.74
2016,3,1,30.822,29.877
2016,3,2,33.795,36.205
2016,3,3,43.932,38.945
2016,4,1,15.479,21.233
2016,4,2,12.082,16.849
2016,4,3,11.137,16.384
2016,5,1,9.301,8.836
2016,5,2,6.342,6.233
2016,5,3,14.027,4.438
2016,6,1,0.753,0.808
2016,6,2,0.233,0.219
2016,6,3,0.041,0.014
2016,7,1,0.027,0.014
2016,7,2,0,0
2016,7,3,0.014,0
2016,8,1,0.014,0
2016,8,2,0.041,0
2016,8,3,0.507,0.082
2016,9,1,2.082,1.438
2016,9,2,2.192,2.151
2016,9,3,3.164,5.644
2016,10,1,6.192,13.699
2016,10,2,5.863,17.603
2016,10,3,13.219,24.781
2016,11,1,22.808,40.027
2016,11,2,9.808,28.274
2016,11,3,25.137,36.027
2016,12,1,60.493,48.904
2016,12,2,74.658,59.726
2016,12,3,100.425,46.274
2017,1,1,36.466,47.342
2017,1,2,21.74,41.836
2017,1,3,23.178,52.795
2017,2,1,14.616,45.384
2017,2,2,19.479,52.644
2017,2,3,20.945,39.74
2017,3,1,25.178,29.877
2017,3,2,61.699,36.205
2017,3,3,31.534,38.945
2017,4,1,14.274,21.233
2017,4,2,24.959,16.849
2017,4,3,6.411,16.384
2017,5,1,5.575,8.836
2017,5,2,6.205,6.233
2017,5,3,7.26,4.438
2017,6,1,0.808,0.808
2017,6,2,0.233,0.219
2017,6,3,0.068,0.014
2017,7,1,0.027,0.014
2017,7,2,0,0
2017,7,3,0.014,0
2017,8,1,0,0
2017,8,2,0,0
2017,8,3,0.123,0.082
2017,9,1,1.205,1.438
2017,9,2,1.192,2.151
2017,9,3,1.753,5.644
2017,10,1,13.671,13.699
2017,10,2,5.082,17.603
2017,10,3,29.068,24.781
2017,11,1,26.397,40.027
2017,11,2,26.959,28.274
2017,11,3,47.877,36.027
2017,12,1,22.37,48.904
2017,12,2,36.753,59.726
2017,12,3,58.836,46.274